"","ID","Category","Unit","Rubric","Translation","Question","Choices","Solution","Image","Tags"
"851","852","CHAPTER 15 비교구문","UNIT 87 원급 구문Ⅰ","문장을 완성하라.","우리는 다른 사람들에게 단순하게 선(善)을 행해야 한다 // 말이 달리는 것만큼, / 또는 벌이 꿀을 만드는 것만큼.","{{c1::We ought to do good to others as simply as a horse runs, or a bee makes honey.}}","we ought to do good to others as simply as a horse runs, or a bee makes honey","","",""
"852","853","CHAPTER 15 비교구문","UNIT 87 원급 구문Ⅰ","문장을 완성하라.","대중의 인정은 거의 필수적이다 / 금전적인 보상만큼.","{{c1::Public recognition is almost as essential as financial reward.}}","public recognition is almost as essential as financial reward","","",""
"853","854","CHAPTER 15 비교구문","UNIT 87 원급 구문Ⅰ","문장을 완성하라.","나쁜 생각이 너의 마음에 들어오게 하는 것은 / 위험하다 / 세균이 너의 몸에 들어오게 하는 것만큼.","{{c1::Letting a bad thought get into your mind is as dangerous as letting a germ get into your body.}}","letting a bad thought get into your mind is as dangerous as letting a germ get into your body","","",""
"854","855","CHAPTER 15 비교구문","UNIT 87 원급 구문Ⅰ","문장을 완성하라.","아마추어들의 공헌은 (천문학에 대한) / 종종 중요하고 가치가 있다 / 전문가들의 그것(=공헌) 만큼.","{{c1::The contribution of amateurs to astronomy is often as significant and valuable as that of professionals.}}","the contribution of amateurs to astronomy is often as significant and valuable as that of professionals","","",""
"855","856","CHAPTER 15 비교구문","UNIT 87 원급 구문Ⅰ","문장을 완성하라.","많은 견해들이 있다 // 사람들이 (많이) 있는 것만큼.","{{c1::There are as many opinions as there are people.}}","there are as many opinions as there are people","","",""
"856","857","CHAPTER 15 비교구문","UNIT 87 원급 구문Ⅰ","문장을 완성하라.","성수기 동안, / 투어들은 자주 시작한다 / 30분 간격만큼.","{{c1::During the peak season, the tours start as frequently as every 30 minutes.}}","during the peak season, the tours start as frequently as every 30 minutes","","",""
"857","858","CHAPTER 15 비교구문","UNIT 88 원급 구문Ⅱ","문장을 완성하라.","만 권의 책을 읽는 것은 / 유용하지 않다 / 만 마일을 여행하는 것만큼.","{{c1::Reading ten thousand books is not as useful as traveling ten thousand miles.}}","reading ten thousand books is not as useful as traveling ten thousand miles","","",""
"858","859","CHAPTER 15 비교구문","UNIT 88 원급 구문Ⅱ","문장을 완성하라.","우리가 하는 일로 인정받는 것은 / 중요하지 않다 / 우리가 누구인지로 사랑받는 것만큼.","{{c1::Being recognized for what we do is not so important as being loved for who we are.}}","being recognized for what we do is not so important as being loved for who we are","","",""
"859","860","CHAPTER 15 비교구문","UNIT 88 원급 구문Ⅱ","문장을 완성하라.","제품은 [검은색인] / 인식된다 / 두 배만큼 더 무거운 것으로 / 제품보다 [흰색인].","{{c1::Products that are black are perceived to be twice as heavy as those that are white.}}","products that are black are perceived to be twice as heavy as those that are white","","",""
"860","861","CHAPTER 15 비교구문","UNIT 88 원급 구문Ⅱ","문장을 완성하라.","정부는 세 배만큼 많은 돈을 지출했다 / 국방에 // 작년에 그랬던(=지출했던) 것보다.","{{c1::The government spent three times as much money on national defense as it did last year.}}","the government spent three times as much money on national defense as it did last year","","",""
"861","862","CHAPTER 15 비교구문","UNIT 88 원급 구문Ⅱ","문장을 완성하라.","환절기에는, // 기온이 계속 변동할 수 있다 / 하루에 무려 10도만큼이나.","{{c1::When the season changes, temperatures can fluctuate by as much as 10 degrees in a day.}}","when the season changes, temperatures can fluctuate by as much as 10 degrees in a day","","",""
"862","863","CHAPTER 15 비교구문","UNIT 88 원급 구문Ⅱ","문장을 완성하라.","당신은 단 한 번의 인생을 가진다. (~은) 정말로 당신의 임무이다 / 가능한 한 충실하게 그것(= 인생)을 사는 것은.","{{c1::You only get one life. It’s actually your duty to live it as fully as possible.}}","you only get one life It’s actually your duty to live it as fully as possible","","",""
"863","864","CHAPTER 15 비교구문","UNIT 88 원급 구문Ⅱ","문장을 완성하라.","매일 웃어라 // 가능한 한 많이.","{{c1::Laugh every day as much as you can.}}","laugh every day as much as you can","","",""
"864","865","CHAPTER 15 비교구문","UNIT 88 원급 구문Ⅱ","문장을 완성하라.","중요한 것은 // 길이라기보다는 [당신이 있는] / 방향이다 [당신이 가고 있는].","{{c1::What’s important is not so much the path you’re on as the direction you’re headed.}}","what’s important is not so much the path you’re on as the direction you’re headed","","",""
"865","866","CHAPTER 15 비교구문","UNIT 89 비교급 구문Ⅰ","문장을 완성하라.","상상력이 더 중요하다 / 지식보다.","{{c1::Imagination is more important than knowledge.}}","imagination is more important than knowledge","","",""
"866","867","CHAPTER 15 비교구문","UNIT 89 비교급 구문Ⅰ","문장을 완성하라.","많은 교과가 더 잘 학습된다 / 행하기 시작함으로써 / 단순한 추상적인 공부에 의해서보다.","{{c1::Many disciplines are better learned by entering into the doing than by mere abstract study.}}","many disciplines are better learned by entering into the doing than by mere abstract study","","",""
"867","868","CHAPTER 15 비교구문","UNIT 89 비교급 구문Ⅰ","문장을 완성하라.","기분이 울적할 때, / “나는 정말로 슬퍼”라고 말하는 것이 / 더 도움이 된다 / “나는 행복해”라 고 선언하는 것보다","{{c1::When feeling down, saying “I am really sad” is more helpful than declaring “I am happy.”}}","when feeling down, saying “I am really sad” is more helpful than declaring “I am happy”","","",""
"868","869","CHAPTER 15 비교구문","UNIT 89 비교급 구문Ⅰ","문장을 완성하라.","남한의 인구는 더 많다 / 뉴질랜드의 그것(=인구)보다.","{{c1::The population of South Korea is larger than that of New Zealand.}}","the population of South Korea is larger than that of New Zealand","","",""
"869","870","CHAPTER 15 비교구문","UNIT 89 비교급 구문Ⅰ","문장을 완성하라.","사랑에 대한 갈망은 / 훨씬 더 없애기 어렵다 / 빵(=음식)에 대한 갈망보다.","{{c1::The hunger for love is much more difficult to remove than the hunger for bread.}}","the hunger for love is much more difficult to remove than the hunger for bread","","",""
"870","871","CHAPTER 15 비교구문","UNIT 89 비교급 구문Ⅰ","문장을 완성하라.","법에도 불구하고, / 공기는 (많은 곳에서) / 훨씬 더 나쁘다 / 허용되는 것보다.","{{c1::Despite the laws, the air in many places is still worse than it is permitted to be.}}","despite the laws, the air in many places is still worse than it is permitted to be","","",""
"871","872","CHAPTER 15 비교구문","UNIT 89 비교급 구문Ⅰ","문장을 완성하라.","빗발치는 지원자들 때문에, / 지원 과정이 조금 더 오래 걸리고 있다 // 우리가 예상했던 것보 다.","{{c1::Because of the flood of applicants, the application process is taking a little longer than we expected.}}","because of the flood of applicants, the application process is taking a little longer than we expected","","",""
"872","873","CHAPTER 15 비교구문","UNIT 89 비교급 구문Ⅰ","문장을 완성하라.","(~이) 더 낫다 / 사랑해보고 잃었던 것이 / 한 번도 사랑해 본 일이 전혀 없는 것보다.","{{c1::It is better to have loved and lost than never to have loved at all.}}","it is better to have loved and lost than never to have loved at all","","",""
"873","874","CHAPTER 15 비교구문","UNIT 90 비교급 구문Ⅱ","문장을 완성하라.","우리가 더 많이 공부할수록, // 우리는 더 많이 우리의 무지를 깨닫는다.","{{c1::The more we study, the more we discover our ignorance.}}","the more we study, the more we discover our ignorance","","",""
"874","875","CHAPTER 15 비교구문","UNIT 90 비교급 구문Ⅱ","문장을 완성하라.","당신이 무언가를 위해 더 열심히 일할수록, // 당신은 기분이 더 좋을 것이다 / 그것을 성취했 을 때.","{{c1::The harder you work for something, the greater you’ll feel when you achieve it.}}","the harder you work for something, the greater you’ll feel when you achieve it","","",""
"875","876","CHAPTER 15 비교구문","UNIT 90 비교급 구문Ⅱ","문장을 완성하라.","식품이 더 많은 수분을 가질수록, // 그것이 해로운 세균을 키울 가능성이 더 크다.","{{c1::The more moisture a food has, the more likely it is to grow harmful bacteria.}}","the more moisture a food has, the more likely it is to grow harmful bacteria","","",""
"876","877","CHAPTER 15 비교구문","UNIT 90 비교급 구문Ⅱ","문장을 완성하라.","현대 세계는 우리가 점점 더 빨리 살아가게 한다 / 다른 사람을 신경 쓰는 것 없이.","{{c1::The modern world makes us live faster and faster without care for others.}}","the modern world makes us live faster and faster without care for others","","",""
"877","878","CHAPTER 15 비교구문","UNIT 90 비교급 구문Ⅱ","문장을 완성하라.","집단 수행은 (문제 해결에 있어서) / 더 우수하다 / 개별 수행보다 (가장 숙련된 집단 구성원들 의).","{{c1::Group performance in problem solving is superior to the individual work of the most expert group members.}}","group performance in problem solving is superior to the individual work of the most expert group members","","",""
"878","879","CHAPTER 15 비교구문","UNIT 90 비교급 구문Ⅱ","문장을 완성하라.","오늘의 대기 오염 수치는 / 최소한 세 배만큼 더 높다 / 세계보건기구의 ‘안전’ 수치보다.","{{c1::The air pollution level today is at least three times higher than the World Health Organization’s “safe” level.}}","the air pollution level today is at least three times higher than the World Health Organization’s “safe” level","","",""
"879","880","CHAPTER 15 비교구문","UNIT 90 비교급 구문Ⅱ","문장을 완성하라.","빙산의 부분은 [바다의 수면 아래에 있는] / 약 아홉 배만큼 더 크다 / 부분보다 [물 위에 있는].","{{c1::The part of an iceberg that is below the surface of the ocean is about nine times larger than the part that is above the water.}}","the part of an iceberg that is below the surface of the ocean is about nine times larger than the part that is above the water","","",""
"880","881","CHAPTER 15 비교구문","UNIT 90 비교급 구문Ⅱ","문장을 완성하라.","여러 개의 변명은 언제나 덜 설득력이 있다 / 하나(의 변명)보다.","{{c1::Several excuses are always less convincing than one.}}","several excuses are always less convincing than one","","",""
"881","882","CHAPTER 15 비교구문","UNIT 90 비교급 구문Ⅱ","문장을 완성하라.","당신이 더 강해질수록, // 당신은 더 큰 장애물을 극복할 수 있다.","{{c1::The stronger you become, the bigger obstacles you can overcome.}}","the stronger you become, the bigger obstacles you can overcome","","",""
"882","883","CHAPTER 15 비교구문","UNIT 91 혼동하기 쉬운 비교급 구문Ⅰ","문장을 완성하라.","기간은 (교육의) / 더 중요하지는 않다 / 그것의 폭넓음보다.","{{c1::The length of your education is not more important than its breadth.}}","the length of your education is not more important than its breadth","","",""
"883","884","CHAPTER 15 비교구문","UNIT 91 혼동하기 쉬운 비교급 구문Ⅰ","문장을 완성하라.","문화적인 발전은 (더 중요하면 중요하지) 덜 중요하지 않다 / 경제적인 발전보다.","{{c1::Cultural development is not less significant than economic development.}}","cultural development is not less significant than economic development","","",""
"884","885","CHAPTER 15 비교구문","UNIT 91 혼동하기 쉬운 비교급 구문Ⅰ","문장을 완성하라.","아주 새로운 길에 발을 내딛는 것은 / 더 어렵지는 않다 / 힘든 현실에 남아있는 것보다.","{{c1::Stepping onto a brand-new path is not more difficult than remaining in a tough reality.}}","stepping onto a brand-new path is not more difficult than remaining in a tough reality","","",""
"885","886","CHAPTER 15 비교구문","UNIT 91 혼동하기 쉬운 비교급 구문Ⅰ","문장을 완성하라.","아이들은 (더 똑똑하면 똑똑하지) 덜 똑똑하지 않다 / 어른들보다. // 그들은 단지 덜 아는 것 이다.","{{c1::Children are not less intelligent than adults; they are just less informed.}}","children are not less intelligent than adults; they are just less informed","","",""
"886","887","CHAPTER 15 비교구문","UNIT 91 혼동하기 쉬운 비교급 구문Ⅰ","문장을 완성하라.","너무 많은 것이 바람직하지 않음은 // 너무 적은 것이 그렇지(=바람직하지) 않음과 같다.","{{c1::Too much is no more desirable than too little is.}}","too much is no more desirable than too little is","","",""
"887","888","CHAPTER 15 비교구문","UNIT 91 혼동하기 쉬운 비교급 구문Ⅰ","문장을 완성하라.","운동은 (꼭 ~만큼) 중요하다 / 우리의 건강에 / 꼭 음식(이 중요한)만큼.","{{c1::Exercise is no less important to our health than nourishment.}}","exercise is no less important to our health than nourishment","","",""
"888","889","CHAPTER 15 비교구문","UNIT 91 혼동하기 쉬운 비교급 구문Ⅰ","문장을 완성하라.","우리가 시간을 붙잡을 수 없는 것은 // 우리가 그것을 되돌릴 수 없는 것과 같다.","{{c1::We can no more hold time steady than we can turn it back.}}","we can no more hold time steady than we can turn it back","","",""
"889","890","CHAPTER 15 비교구문","UNIT 91 혼동하기 쉬운 비교급 구문Ⅰ","문장을 완성하라.","우리는 깨달아야 한다 // 다른 사람들의 가치관이 / (꼭 ~만큼) 중대하다는 것을 / 꼭 우리 자 신의 것(=가치관) 만큼.","{{c1::We must recognize others’ values are no less crucial than our own.}}","we must recognize others’ values are no less crucial than our own","","",""
"890","891","CHAPTER 15 비교구문","UNIT 92 혼동하기 쉬운 비교급 구문Ⅱ","문장을 완성하라.","가끔 나는 패스트푸드를 먹는다, / 하지만 많아야 한 달에 한 번이다.","{{c1::Occasionally I have fast food, but not more than once a month.}}","occasionally I have fast food, but not more than once a month","","",""
"891","892","CHAPTER 15 비교구문","UNIT 92 혼동하기 쉬운 비교급 구문Ⅱ","문장을 완성하라.","후보자들은 (이 도시의 시장(市長)을 위한) / 모아야 한다 / 적어도 4만 명의 서명을 / 등록을 위해서.","{{c1::The candidates for mayor of this city must collect not less than 40,000 signatures for registration.}}","the candidates for mayor of this city must collect not less than 40,000 signatures for registration","","",""
"892","893","CHAPTER 15 비교구문","UNIT 92 혼동하기 쉬운 비교급 구문Ⅱ","문장을 완성하라.","사용해 주세요 / 적어도 4자 이상을 / 그리고 많아도 15자 이하를 / 당신의 암호로.","{{c1::Please use not less than four letters and not more than fifteen letters for your password.}}","please use not less than four letters and not more than fifteen letters for your password","","",""
"893","894","CHAPTER 15 비교구문","UNIT 92 혼동하기 쉬운 비교급 구문Ⅱ","문장을 완성하라.","세계보건기구(WHO)는 권장한다 / 하루당 겨우 5그램의 소금만 섭취하는 것을.","{{c1::The WHO suggests taking no more than 5 grams of salt per day.}}","the WHO suggests taking no more than 5 grams of salt per day","","",""
"894","895","CHAPTER 15 비교구문","UNIT 92 혼동하기 쉬운 비교급 구문Ⅱ","문장을 완성하라.","나비가 날기 위해서는 / 체온을 갖고 있어야 한다 (섭씨 30도나 되는).","{{c1::For a butterfly to fly it must have a body temperature of no less than 30 degrees Celsius.}}","for a butterfly to fly it must have a body temperature of no less than 30 degrees Celsius","","",""
"895","896","CHAPTER 15 비교구문","UNIT 92 혼동하기 쉬운 비교급 구문Ⅱ","문장을 완성하라.","우리 아버지는 54세이시다 // 그리고 그(=아버지)는 여전히 40세로밖에 보이지 않으신다.","{{c1::My father is 54 years old and he still looks no more than 40.}}","my father is 54 years old and he still looks no more than 40","","",""
"896","897","CHAPTER 15 비교구문","UNIT 92 혼동하기 쉬운 비교급 구문Ⅱ","문장을 완성하라.","친구는 (헤아리는 마음을 가진) / 형제만큼이나 가치가 있다.","{{c1::A friend with an understanding heart is worth no less than a brother.}}","a friend with an understanding heart is worth no less than a brother","","",""
"897","898","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","음악은 가장 강력한 의사소통 형태이다 / 세상에서.","{{c1::Music is the most powerful form of communication in the world.}}","music is the most powerful form of communication in the world","","",""
"898","899","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","모든 날 중 가장 헛된 날은 / 하루이다 (웃음이 없는).","{{c1::The most wasted of all days is one without laughter.}}","the most wasted of all days is one without laughter","","",""
"899","900","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","그 뮤지컬 공연은 포함한다 / 가장 놀라운 의상, 무대 장치, 그리고 조명을 [지금껏 사용된 것 중에].","{{c1::The musical performance contains the most astonishing costumes, stage setting, and lighting that have ever been used.}}","the musical performance contains the most astonishing costumes, stage setting, and lighting that have ever been used","","",""
"900","901","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","어떠한 그림도 유명하지 않다 / ‘모나리자’만큼 / 세상에서.","{{c1::No (other) painting is as popular as the Mona Lisa in the world.}}","no (other) painting is as popular as the Mona Lisa in the world","","",""
"901","902","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","어떤 것도 강하지 않다 / 부모의 사랑만큼 (자녀에 대한).","{{c1::Nothing is so strong as parents’ love for their children.}}","nothing is so strong as parents’ love for their children","","",""
"902","903","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","어떤 것도 더 귀하지 않다 / 시간보다, // 그러나 어떤 것도 (시간보다) 덜 소중하게 여겨지지 않는다.","{{c1::Nothing is more precious than time, but nothing is less valued.}}","nothing is more precious than time, but nothing is less valued","","",""
"903","904","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","시작은 아마도 더 어려울 것이다 / 다른 어느 것보다도, // 하지만 낙관적인 관점을 가져라.","{{c1::The beginning is perhaps more difficult than anything else, but keep an optimistic view.}}","the beginning is perhaps more difficult than anything else, but keep an optimistic view","","",""
"904","905","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","당신의 열정을 확인하는 것이 / 가장 중요한 단계이다 / 당신의 미래를 위해.
 어떠한 다른 단계도 중요하지 않다 / 당신의 열정을 확인하는 것만큼 / 당신의 미래를 위해. 
 어떠한 다른 단계도 더 중요하지 않다 / 당신의 열정을 확인하는 것보다 / 당신의 미래를 위해.","{{c1::Identifying your passion is the most essential step for your future.
 No other step is as[so] essential as identifying your passion.
 No other step is more essential than identifying your passion.}}","identifying your passion is the most essential step for your future
 No other step is as[so] essential as identifying your passion
 No other step is more essential than identifying your passion","","",""
"905","906","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","가장 좋은 감정들 중 하나는 / 특별한 기억들을 만드는 것이다 / 당신의 가족들과 함께.","{{c1::One of the greatest feelings is making special memories with your family.}}","one of the greatest feelings is making special memories with your family","","",""
"906","907","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","남들이 나를 어떻게 보느냐는 / 가장 중요하지 않은 것이다 / 내 걱정거리들 중.","{{c1::How others see me is the least important of my worries.}}","how others see me is the least important of my worries","","",""
"907","908","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","인터넷 관련 사기는 / 단연코 가장 흔한 범죄 형태이다 / 요즘.","{{c1::Cyber-related fraud is by far the most common form of crime nowadays.}}","cyber-related fraud is by far the most common form of crime nowadays","","",""
"908","909","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","바르셀로나는 두 번째로 큰 도시이다 / 스페인에서 / 그리고 유명하다 / 많은 역사적인 기념물로.","{{c1::Barcelona is the second largest city in Spain and is famous for its many historic monuments.}}","barcelona is the second largest city in Spain and is famous for its many historic monuments","","",""
"909","910","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","자연의 법칙에 의해서 / 개울은 아래로 흐른다, // 그리고 아무리 힘이 센 사람이라도 그것을 멈출 수는 없다.","{{c1::By the laws of nature the stream runs downhill, and the strongest man cannot stop it.}}","by the laws of nature the stream runs downhill, and the strongest man cannot stop it","","",""
"910","911","CHAPTER 15 비교구문","UNIT 93 최상급 구문","문장을 완성하라.","2004년 구글에 의해 도입되어, / Gmail은 가장 인기 있는 이메일 서비스 중의 하나이다 / 세 계에서.","{{c1::Introduced by Google in 2004, Gmail is one of the most popular e-mail services in the world.}}","introduced by Google in 2004, Gmail is one of the most popular e-mail services in the world","","",""
"911","912","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","그가 왔을 뿐만 아니라, // 그는 나를 도와줬다.","{{c1::Not only did he come, but he also helped me.}}","not only did he come, but he also helped me","","",""
"912","913","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","고난의 한가운데에 / 기회가 있다.","{{c1::In the middle of difficulty lies opportunity.}}","in the middle of difficulty lies opportunity","","",""
"913","914","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","인간은 위대하다 [어린아이와 같은 마음을 잃지 않은].","{{c1::Great is the human who has not lost his childlike heart.}}","great is the human who has not lost his childlike heart","","",""
"914","915","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","학생들은 거의 알지 못했다 // 계획되지 않은 방학이 그들에게 영향을 미칠 것이라는 것을 / 부정적으로.","{{c1::Little did the students know that the unplanned vacation would impact them in a negative way.}}","little did the students know that the unplanned vacation would impact them in a negative way","","",""
"915","916","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","새로운 브랜드가 ~하는 경우는 거의 없다 [TV에 나오지 않는] / 높은 대중 인지도에 빠르게 도 달하는.","{{c1::Seldom does a new brand that doesn’t appear on TV reach high levels of public awareness quickly.}}","seldom does a new brand that doesn’t appear on TV reach high levels of public awareness quickly","","",""
"916","917","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","오직 연습을 통해서만 / 언어 기술은 습득될 수 있다.","{{c1::Only through practice can language skills be acquired.}}","only through practice can language skills be acquired","","",""
"917","918","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","새벽이 되기 직전에야 / 비로소 사람들은 가장 잘 잔다. // 사람들이 나이가 들어서야 / 비로소 현명해진다.","{{c1::Not until just before dawn do people sleep best; not until people get old do they become wise.}}","not until just before dawn do people sleep best; not until people get old do they become wise","","",""
"918","919","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","그는 가족을 만나자마자 // 울음을 터뜨렸다.","{{c1::No sooner had he met his family than he burst into tears.}}","no sooner had he met his family than he burst into tears","","",""
"919","920","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","비가 그치자마자 // 쌍무지개가 나타났다.","{{c1::Hardly had it stopped raining than a double rainbow appeared.}}","hardly had it stopped raining than a double rainbow appeared","","",""
"920","921","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","무슨 일이 있어도 / 당신의 아이는 결코 남겨져서는 안 된다 / 집에 홀로.","{{c1::On no account should your child be left at home alone.}}","on no account should your child be left at home alone","","",""
"921","922","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","우리가 실패 뒤의 이유를 깨닫고 나서야, // 성공의 원인이 더 유의미할 수 있다.","{{c1::Only when we realize the reasons behind failure, can the causes of success be more meaningful.}}","only when we realize the reasons behind failure, can the causes of success be more meaningful","","",""
"922","923","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","천 일간의 부지런한 공부보다 더 낫다 / 훌륭한 스승과의 하루가.","{{c1::Better than a thousand days of diligent study is one day with a great teacher.}}","better than a thousand days of diligent study is one day with a great teacher","","",""
"923","924","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","모든 성공 뒤에는 / 많은 시간들이 있다 (땀과 고통의).","{{c1::Behind every success are many hours of sweat and pain.}}","behind every success are many hours of sweat and pain","","",""
"924","925","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","미래는 우리 모두의 것이다, // 그리고 책임도 그러하다 (좋은 미래를 만들).","{{c1::The future belongs to all of us, and so does the responsibility to make a good future.}}","the future belongs to all of us, and so does the responsibility to make a good future","","",""
"925","926","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","좋은 외모가 당신의 내면을 아름답게 만들지 않는다, // 그리고 질 좋은 옷도 그렇지 않다.","{{c1::A good appearance doesn’t make you beautiful inside, and neither do quality clothes.}}","a good appearance doesn’t make you beautiful inside, and neither do quality clothes","","",""
"926","927","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","인생에서, / 사랑은 결코 계획되지 않으며 // 이유가 있어서 일어나는 것도 아니다.","{{c1::In life, love is never planned nor does it happen for a reason.}}","in life, love is never planned nor does it happen for a reason","","",""
"927","928","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","그 공연은 아주 뛰어나서 // 우리는 박수치는 것을 멈출 수 없었다.","{{c1::So outstanding was the performance that we could not stop clapping.}}","so outstanding was the performance that we could not stop clapping","","",""
"928","929","CHAPTER 16 특수구문","UNIT 94 도치구문","문장을 완성하라.","가능성이 없다면 (실패의), // 그러면 승리는 무의미하다.","{{c1::If there exists no possibility of failure, then victory is meaningless.}}","if there exists no possibility of failure, then victory is meaningless","","",""
"929","930","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","바로 자신감이다 // 우리가 무한한 성공을 가지게 하는 것은.","{{c1::It is confidence that allows us to have unlimited success.}}","it is confidence that allows us to have unlimited success","","",""
"930","931","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","바로 당신의 부모님이다 // 당신을 가장 사랑하는 사람은.","{{c1::It is your parents who love you most.}}","it is your parents who love you most","","",""
"931","932","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","바로 말의 힘이다 // 가장 분명하게 인간을 구별하는 것은 / 동물로부터.","{{c1::It is the power of speech which most clearly differentiates man from the animals.}}","it is the power of speech which most clearly differentiates man from the animals","","",""
"932","933","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","바로 (~한) 일이다 [내가 한 번도 시도해본 일 없는] // 내가 후회하는 것은, / (~한) 일이 아니 라 [내가 실패한].","{{c1::It is the things I’ve never tried that I regret, not the things I’ve failed at.}}","it is the things I’ve never tried that I regret, not the things I’ve failed at","","",""
"933","934","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","바로 어떤 종류의 음식을 사람들이 먹는지이다 / 중요한 역할을 하는 것은 / 그들의 건강을 개 선시키는 데.","{{c1::It is what kind of food people eat that plays a significant role in improving their health.}}","it is what kind of food people eat that plays a significant role in improving their health","","",""
"934","935","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","오직 마음으로 만이다 / 사람이 바르게 볼 수 있는 것은. // 본질적인 것은 / 눈에 보이지 않는 다.","{{c1::It is only with the heart that one can see rightly; what is essential is invisible to the eye.}}","it is only with the heart that one can see rightly; what is essential is invisible to the eye","","",""
"935","936","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","1840년까지는 아니었다, / (빅토리아 여왕이 결혼한), // 흰색 웨딩드레스가 인기 있게 된 것은","{{c1::It wasn’t until 1840, when Queen Victoria got married, that the white wedding dress was made popular.}}","it wasn’t until 1840, when Queen Victoria got married, that the white wedding dress was made popular","","",""
"936","937","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","바로 우리가 어릴 동안이다 // 근면의 습관이 형성되는 것은.","{{c1::It is while we are young that the habit of industry is formed.}}","it is while we are young that the habit of industry is formed","","",""
"937","938","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","경험은 정말 당신을 더 나은 사람으로 만들어 준다.","{{c1::Experience really does make you a better man.}}","experience really does make you a better man","","",""
"938","939","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","어린 시절 성장통은 정말 지나간다 // 그리고 뼈나 근육에 아무 손상도 일으키지 않는다.","{{c1::Childhood growing pains do pass and cause no damage to bones or muscles.}}","childhood growing pains do pass and cause no damage to bones or muscles","","",""
"939","940","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","때때로, / 휴식이 (당신의 일상으로부터의) / 바로 그것이다 [당신이 필요한].","{{c1::Sometimes, a break from your routine is the very thing you need.}}","sometimes, a break from your routine is the very thing you need","","",""
"940","941","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","인생 그 자체가 / 가장 멋진 동화이다.","{{c1::Life itself is the most wonderful fairy tale.}}","life itself is the most wonderful fairy tale","","",""
"941","942","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","나는 전혀 이해가 안 된다 // 그녀가 무슨 말을 하려고 하는지.","{{c1::I don’t understand in the least what she’s trying to say.}}","I don’t understand in the least what she’s trying to say","","",""
"942","943","CHAPTER 16 특수구문","UNIT 95 강조구문","문장을 완성하라.","너 완전히 다 젖었구나. 도대체 무엇을 하고 있었니?","{{c1::You’re wet through. What on earth have you been doing?}}","you’re wet through What on earth have you been doing?","","",""
